言語,Excel行,番号,単語,翻訳
タガログ語,245,7,保護具,kagamitang pamproteksyon
タガログ語,246,8,あごひも,chin strap
タガログ語,247,9,ボタン,butones
タガログ語,248,10,ポケット,bulsa
タガログ語,250,11,保護メガネ,proteksyong salamin sa mata
タガログ語,252,12,マスク,mask
タガログ語,253,13,耳栓,earplug
タガログ語,254,14,安全靴,sapatos na pangkaligtasan
タガログ語,255,15,墜落制止用器具（安全帯）,sinturong pangkaligtasan
タガログ語,262,16,業務,trabaho
タガログ語,263,17,時間厳守,laging nasa oras
タガログ語,264,18,予定,iskedyul
タガログ語,265,19,日付,petsa
タガログ語,266,20,準備（する）,paghahanda / maghanda
タガログ語,267,21,会議,pagpupulong
タガログ語,268,22,朝礼,pagbati sa umaga
タガログ語,269,23,報告書,ulat
タガログ語,270,24,マニュアル,manuwal
タガログ語,271,25,作業手順書,proseso ng paggawa
タガログ語,272,26,調子,kalagayan
タガログ語,276,1,立入禁止,Bawal Pumasok
タガログ語,277,2,禁煙,Bawal Manigarilyo
タガログ語,278,3,火気厳禁,Mapanganib: Bawal ang Apoy
タガログ語,279,4,駐車禁止,Bawal Pumarada
タガログ語,280,5,足もと注意,Ingatan ang Hakbang!
タガログ語,281,6,開口部注意,Mapanganib: May Butas sa Sahig
タガログ語,282,7,感電注意,Mapanganib: May Kuryente
タガログ語,283,8,堕落注意,Mapanganib: May Maaaring Bumagsak
タガログ語,284,9,頭上注意,Ingatan ang Ulo!
タガログ語,285,10,警報設備,Sistemang Pang-alarma
タガログ語,289,11,消火器,Pang-apula ng Apoy
タガログ語,290,12,AED設置場所,May Nakahandang AED
タガログ語,291,13,保護帽着用,Magsuot ng Helmet
タガログ語,292,14,安全帯使用,Magsuot ng Sinturong Pangkaligtasan
タガログ語,293,15,昇降階段,Hagdanan na Pang- Scaffolding
タガログ語,294,16,休憩所,Pahingahan
タガログ語,295,17,最大積載荷重,Maximum na kapasidad sa pag-load
タガログ語,296,18,喫煙所,Lugar para sa Paninigarilyo
タガログ語,297,19,整理整頓,Panatilihing Maayos
タガログ語,298,20,安全通路,Ligtas na Daanan / Safety Passage
タガログ語,302,1,三連クランプ,triple clamp
タガログ語,303,2,"ベルトコンベア
（ベルコン）",belt conveyor
タガログ語,304,3,かけや,maso
タガログ語,305,4,ランマ,pambayo
タガログ語,306,5,自在クランプ,movable clamp
タガログ語,307,6,キャッチクランプ,catch clamp
タガログ語,308,7,吊り上げ用クランプ,clamp para sa pagbuhat
タガログ語,309,8,直交クランプ,right angle clamp
タガログ語,310,9,フック,kawit / hook
タガログ語,314,10,ストレートシャックル,straight shackle
タガログ語,315,11,滑車,kalo / pulley
タガログ語,316,12,クレーン,crane
タガログ語,317,13,移動式クレーン,mobile crane
タガログ語,318,14,介しゃくロープ,guy rope
タガログ語,319,15,昇降階段,Hagdanan na Pang- Scaffolding
タガログ語,320,16,筋かい止めピン,strut end pin
タガログ語,321,17,脚柱ジョイント,stud joint
タガログ語,322,18,連結ピン,connecting pin
タガログ語,323,19,ジョイント金具,joint metal fitting
タガログ語,327,20,レバーブロック,lever block
タガログ語,328,21,電動のこ（丸のこ）,electric circular saw (circular saw)
タガログ語,329,22,モンキースパナ,monkey spanner
タガログ語,330,23,親綱支柱,poste ng pangunahing lubid
タガログ語,331,24,ブラケット,bracket
タガログ語,332,25,梯子,hagdan
タガログ語,336,1,親綱,safety line
タガログ語,337,2,建枠（ビティ）,standard scaffold (Beatty)
タガログ語,338,3,メッシュシート,mesh sheet
タガログ語,339,4,防音パネル,soundproof panel
タガログ語,340,5,朝顔材,protective shelf material
タガログ語,341,6,架空線,overhead wire
タガログ語,342,7,幅木（仮設足場）,baseboard (pansamantalang scaffolding)
タガログ語,343,8,単管,single pipe
タガログ語,344,9,脚立,natitiklop na hagdan
タガログ語,348,10,作業半径,operating radius
タガログ語,349,11,仮ボルト,pansamantalang kandado
タガログ語,350,12,手直し,pasasaayos
タガログ語,351,13,面一,flush
タガログ語,352,14,点検事項,mga bagay na dapat inspeksyunin
タガログ語,353,15,積載荷重,loading capacity
タガログ語,354,16,すき間,siwang
タガログ語,355,17,通りを見る,tingnan ang pagkatuwid
タガログ語,356,18,組立,pagbubuo
タガログ語,357,19,地組,pagbubuo sa lugar ng konstruksyon
タガログ語,361,20,天端,levee crown
タガログ語,362,21,玉掛け,slinging
タガログ語,363,22,合図,hudyat
タガログ語,364,23,定格荷重,rated capacity
タガログ語,365,24,たち,vertical
タガログ語,366,25,職長,foreman
タガログ語,370,1,安全カバー,safety cover
タガログ語,371,2,安全帯,safety belt
タガログ語,372,3,インサート,insert
タガログ語,373,4,スペーサ,spacer
タガログ語,374,5,鉄筋,reinforcing bar
タガログ語,375,6,電工ドラム（ドラム）,retractable extension cord (drum)
タガログ語,376,7,電動丸のこ（電のこ）,electric circular saw (circular saw)
タガログ語,377,8,パッキン,gasket
タガログ語,378,9,小バール,maliit na crowbar
タガログ語,379,10,大バール,malaking crowbar
タガログ語,383,11,化粧合板,decorative plywood
タガログ語,384,12,普通合板,normal plywood
タガログ語,385,13,スタイロフォーム,styrofoam
タガログ語,386,14,面木,chamfer strip
タガログ語,387,15,バイブレーター,vibrator
タガログ語,388,16,剥離剤,pangtanggal ng pintura
タガログ語,389,17,けこみ板,riser plate
タガログ語,390,18,目地棒,joint strip
タガログ語,391,19,コンクリート,kongkreto
タガログ語,392,20,コンベックス,medida
タガログ語,396,21,作業用手袋,guwantes na pantrabaho
タガログ語,397,22,差金,carpenter’s square
タガログ語,398,23,水平器,level gauge
タガログ語,399,24,墨さし,brush na pangmarka na yari sa kawayan
タガログ語,400,25,墨つぼ,kagamitang pangmarka ng mahaba at tuwid na guhit
タガログ語,404,1,"丸セパレーター
（丸セパ）",bilog na panghiwalay / round separator
タガログ語,405,2,天端釘,levee crown nail
タガログ語,406,3,ケレン,surface treatment
タガログ語,407,4,型枠支保工,form timbering
タガログ語,408,5,"基礎型枠
（メタルフォーム）",foundation form (metal form)
タガログ語,409,6,釘仕舞い,pag-alis sa pako mula sa form / nail remover
タガログ語,410,7,スラブ天端,dulong itaas na bahagi ng losa (slab)
タガログ語,411,8,高さ（タッパ）,taas
タガログ語,412,9,建込み,"pagposisyon nang patayo
/ vertical position"
タガログ語,413,10,通り,pagkatuwid
タガログ語,417,11,蹴上げ,riser
タガログ語,418,12,蹴込み,footboard
タガログ語,419,13,工具の手入れ,paglilinis at pangangalaga sa mga kagamitan / tool care & maintenance
タガログ語,420,14,下げ振り,plumb
タガログ語,421,15,地墨,marka para sa partisyon
タガログ語,422,16,捨てコンクリート,leveling concrete
タガログ語,423,17,はね出し,nakakausli
タガログ語,424,18,はらみ,umbok
タガログ語,425,19,前面,front face
タガログ語,429,20,養生,curing
タガログ語,430,21,レベル,level
タガログ語,431,22,割付,layout
タガログ語,432,23,埋め込み金物,nakabaong metal
タガログ語,433,24,解体する（バラス）,pagkalas (disassemble) / ikalas
タガログ語,434,25,かぶり寸法,covering dimension
タガログ語,438,1,異形棒鋼,deformed steel bar
タガログ語,439,2,結束線,tie wire / alambreng pang dikitin o pagsamahin
タガログ語,440,3,結束工具,deformed steel bar
タガログ語,441,4,鉄筋切断機,iron bar cutting machine
タガログ語,442,5,鉄筋曲げ加工機,binding tool
タガログ語,443,6,フック,hook
タガログ語,444,7,保護帽（ヘルメット）,reinforcing bar bending machine
タガログ語,445,8,アンカー,kawit / anchor
タガログ語,446,9,加工場,proteksiyong pang-ulo (helmet)
タガログ語,447,10,スペーサ―,angkla
タガログ語,451,11,ドーナツ,processing plant
タガログ語,452,12,加工配筋図,spacer
タガログ語,453,13,配筋詳細図,rebar spacer (donut)
タガログ語,454,14,開口補強筋,opening reinforcement
タガログ語,455,15,幅止め筋,spreader bar
タガログ語,456,16,差筋,joint bar
タガログ語,457,17,柱主筋,column bar
タガログ語,458,18,柱配筋,column bar arrangement
タガログ語,459,19,スラブ筋,slab reinforcement
タガログ語,460,20,ベース筋,base reinforcement
タガログ語,464,21,帯筋（フープ）,hoop
タガログ語,465,22,下端筋,bottom reinforcement
タガログ語,466,23,上端筋,top reinforcement
タガログ語,467,24,主筋,main reinforcement
タガログ語,468,25,あばら筋,stirrup reinforcement
タガログ語,472,1,はかま筋,hakama reinforcement
タガログ語,473,2,縦筋,vertical reinforcement
タガログ語,474,3,下筋,lower reinforcement
タガログ語,475,4,横筋,side reinforcement
タガログ語,476,5,腹筋,midsection reinforcement
タガログ語,477,6,配力筋,distributing bar
タガログ語,478,7,上筋,upper reinforcement
タガログ語,479,8,スパイラル筋,spiral reinforcement
タガログ語,480,9,鉄筋径,reinforcing bar diameter
タガログ語,481,10,かぶり厚さ,covering depth
タガログ語,485,11,角度,anggulo
タガログ語,486,12,シングル,single
タガログ語,487,13,ダブル,doble
タガログ語,488,14,千鳥結束,zigzag na tali
タガログ語,489,15,切断寸法,sukat ng putol
タガログ語,490,16,加工寸法,sukat ng paggawa
タガログ語,491,17,重ね継手,lap joint
タガログ語,492,18,圧接継手,stud joint
タガログ語,493,19,開口部,butas
タガログ語,494,20,溶接金網,nakawelding na alambreng lambat
タガログ語,498,21,搬出,paglabas
タガログ語,499,22,搬入,pagdala sa loob
タガログ語,500,23,基礎,pundasyon
タガログ語,501,24,機械式継手,mechanical joint
タガログ語,502,25,配筋検査,inspeksyon ng bar arrangement
タガログ語,506,1,トラクタ,tractor
タガログ語,507,2,ブルドーザ,bulldozer
タガログ語,508,3,トラクタショベル,tractor shovel
タガログ語,509,4,ホイルローダ,wheel loader
タガログ語,510,5,ダンプトラック,dump truck
タガログ語,511,6,油圧ショベル,power shovel
タガログ語,512,7,バックホウ,backhoe
タガログ語,513,8,ローディングショベル,loading shovel
タガログ語,514,9,ローラ,roller
タガログ語,515,10,バケット,bucket
タガログ語,519,11,ブーム,boom
タガログ語,520,12,アーム,arm
タガログ語,521,13,ブレード（排土板）,blade
タガログ語,522,14,タイヤ,gulong
タガログ語,523,15,クローラ,crawler
タガログ語,524,16,キー（鍵）,key (susi)
タガログ語,525,17,"作業装置
（アタッチメント）",aparato sa paggawa (attachment)
タガログ語,526,18,エンジン,engine
タガログ語,527,19,ディーゼルエンジン,diesel engine
タガログ語,528,20,エンジンオイル,engine oil
タガログ語,532,21,"オルタネータ
（充電発電機）",alternator (charging generator)
タガログ語,533,22,バッテリ,battery
タガログ語,534,23,燃料,fuel
タガログ語,535,24,軽油,gas oil
タガログ語,536,25,ブレーキ,preno
タガログ語,540,1,油圧シリンダ,hydraulic cylinder
タガログ語,541,2,油圧モータ,hydraulic motor
タガログ語,542,3,油圧ポンプ,hydraulic pump
タガログ語,543,4,水漏れ,tagas ng tubig
タガログ語,544,5,油漏れ,tagas ng langis
タガログ語,545,6,冷却水,coolant
タガログ語,546,7,ブレーキ液,brake fluid
タガログ語,547,8,燃料タンク,fuel tank
タガログ語,548,9,ファンベルト,fan belt
タガログ語,549,10,空気圧,presyon ng hangin ng gulong
タガログ語,550,11,クラッチ,clutch
タガログ語,551,12,急発進,biglaang pag-arangkada
タガログ語,552,13,急ブレーキ,biglaang pagpreno
タガログ語,556,14,アイドリング,idling
タガログ語,557,15,走行,pagtakbo
タガログ語,558,16,旋回,rebolusyon
タガログ語,559,17,安全ロック,safety lock
タガログ語,560,18,安全支柱,safety post
タガログ語,561,19,補給（する）,pagpapa-gasolina / magpa-gasolina
タガログ語,562,20,駐車（する）,pagparada / iparada
タガログ語,563,21,歩行者,pedestrian
タガログ語,564,22,車両,sasakyan
タガログ語,565,23,死角,blind spot
タガログ語,566,24,斜面,dalisdis / slope
タガログ語,567,25,転圧（する）,surface compaction / isagawa ang surface compaction
タガログ語,571,1,接触（する）,sagi / masagi
タガログ語,572,2,作動（する）,pag-andar /umandar
タガログ語,573,3,整備（する）,pag-maintain (maintenance)  / i-maintain
タガログ語,574,4,点検（する）,inspeksyon / inspeksyunin
タガログ語,575,5,動かす,ipaandar
タガログ語,576,6,運転（する）,pagmamaneho / magmaneho
タガログ語,577,7,測る,sukatin
タガログ語,578,8,操作（する）,operasyon / mag-operate
タガログ語,579,9,停止（する）,pag-tigil / itigil
タガログ語,580,10,切る,"patayin, putulin"
タガログ語,581,11,回す,paikutin
タガログ語,582,12,押す,pindutin
タガログ語,583,13,集める,kolektahin
タガログ語,584,14,触る,hawakan
タガログ語,585,15,縛る,bigkisin
タガログ語,586,16,揃える,tipunin
タガログ語,587,17,結ぶ,itali
タガログ語,588,18,しゃがむ,yumukyok / squat
タガログ語,589,19,調整（する）,pag-adjust / i-adjust
タガログ語,590,20,閉じる,pagsara / isara
タガログ語,594,1,取り出す,ilabas / take out
タガログ語,595,2,戻す,ibalik
タガログ語,596,3,仕上げる,tapusin
タガログ語,597,4,折れる,mabali
タガログ語,598,5,欠ける,magkulang
タガログ語,599,6,近づく,lumapit
タガログ語,600,7,電源を入れる,i-on
タガログ語,601,8,電源を落とす,i-off
タガログ語,602,9,スイッチを切る,i-off ang switch
タガログ語,603,10,固定（する）,pirmi / ipirmi
タガログ語,604,11,ゆるめる,luwagin
タガログ語,605,12,伸ばす,pahabain / extend
タガログ語,606,13,外す,tanggalin
タガログ語,607,14,曲げる,baluktutin
タガログ語,608,15,出す,ilabas
タガログ語,609,16,乾かす,patuyuin
タガログ語,610,17,数える,bilangin
タガログ語,611,18,運ぶ,dalhin
タガログ語,612,19,積む,itambak
タガログ語,613,20,下ろす,ibaba
タガログ語,614,21,離れる,lumayo
タガログ語,618,1,位置,
タガログ語,619,2,寸法,
タガログ語,620,3,測定（する）,
タガログ語,621,4,計測（する）,
タガログ語,622,5,計測器,
タガログ語,623,6,温度,
タガログ語,624,7,高さ,
タガログ語,625,8,長さ,
タガログ語,626,9,重さ,
タガログ語,627,10,厚さ,
タガログ語,628,11,硬さ,
タガログ語,629,12,深さ,
タガログ語,630,13,表面,
タガログ語,631,14,すきま,
タガログ語,632,15,中心,
タガログ語,636,16,値,
タガログ語,637,17,安定（する）,
タガログ語,638,18,大きさ,
タガログ語,639,19,数,
タガログ語,640,20,誤差,
タガログ語,641,21,中,
タガログ語,642,22,反対,
タガログ語,643,23,周り,
タガログ語,644,24,尺,
タガログ語,645,25,青,
タガログ語,646,26,赤,
タガログ語,647,27,白,
タガログ語,648,28,黄色,
タガログ語,654,1,片づける,
タガログ語,655,2,捨てる,
タガログ語,656,3,掃く,
タガログ語,657,4,持ち上げる,
タガログ語,658,5,束ねる,
タガログ語,659,6,足をくじく,
タガログ語,665,1,一輪車,
タガログ語,666,2,支柱,
タガログ語,667,3,ショベル,
